"","S942","S955","S952","S962","S958","T895","T909","T911","T913","S956","T902","T906","T908","S959","S960","T894","T904","T907","T898","T901","S945","S951","T912","T910","T905","T903","S941","S954","T918","S957","S946","T893","T919","S944","T914","S947","T916","T900","T917","T897","T915"
"GORASP1",1,5,21,0,432,1,0,14,367,231,177,246,2,266,196,446,5,242,8,105,14,36,7,27,152,15,488,481,63,38,25,43,64,82,2,44,429,25,20,400,1
"PEX5L",0,0,29,14,77,0,0,0,58,9,147,0,10,386,11,47,0,47,0,26,54,0,6,0,0,21,51,5,66,5,29,0,9,139,42,7,9,35,0,11,0
"RRP9",0,2,8,0,66,0,0,0,116,27,27,52,11,46,52,68,0,39,6,1,21,20,0,1,7,17,45,98,10,16,19,3,43,66,2,1,37,19,0,28,0
"ABCC5",0,3,53,13,874,1,0,1,1855,485,427,221,6,918,363,793,62,536,18,318,57,48,14,32,126,25,1576,546,87,105,87,151,116,97,42,25,3207,90,1,1431,19
"AADAC",0,0,1,0,9,0,0,0,7,12,10,0,0,121,0,4,0,4,1,0,0,1,0,0,0,0,10,0,11,0,9,0,0,7,14,0,0,9,0,0,0
"ABHD14B",0,3,10,0,163,0,0,38,399,111,124,17,5,95,109,222,1,113,0,39,6,21,0,0,62,6,126,261,10,30,17,72,15,55,1,42,216,17,0,111,0
"EIF1B",0,0,2,1,108,9,0,1,103,80,93,6,4,52,28,82,0,143,5,33,35,17,0,0,28,12,154,167,11,22,13,0,34,86,0,2,100,13,0,143,8
"ABHD14A-ACY1",0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,6,0,0,3,0
"ARHGEF26",0,1,14,2,125,0,1,1,115,242,211,268,1,395,103,269,1,343,2,129,24,75,4,2,15,3,335,152,27,10,25,70,16,31,24,0,9,35,0,317,28
"KLHL24",0,14,29,12,681,5,0,4,884,613,321,379,3,693,230,984,0,642,8,179,28,32,5,1,229,36,616,219,86,70,16,64,182,74,31,80,390,16,7,526,4
"PLCH1",1,0,34,0,0,0,0,8,5,0,91,1,6,1,0,1,0,1,6,0,42,6,1,0,0,1,31,16,47,2,36,0,4,47,0,0,0,50,0,4,0
"VIPR1",1,1,46,2,104,0,0,63,0,2,68,11,5,9,13,37,2,156,6,0,44,11,21,20,3,17,165,27,46,32,38,46,2,94,0,2,1,50,6,114,10
"DNAH1",1,0,36,22,940,1,0,19,549,273,249,216,23,276,252,766,0,410,11,52,74,183,27,37,73,13,922,1317,40,144,127,138,246,75,32,140,670,131,0,853,24
"SSR3",2,48,20,1,725,21,3,0,3946,364,229,232,9,1508,1012,458,36,407,1,266,85,120,28,16,151,115,807,286,160,86,23,276,260,185,19,81,802,36,0,624,1
"ZBTB47",0,3,38,15,689,0,0,19,485,426,510,503,0,342,321,2066,35,1764,5,91,14,254,1,0,443,22,821,898,15,183,43,297,228,118,23,125,1123,43,1,801,12
"TNNC1",0,0,22,0,7,0,0,3,8,2,2,1,0,0,2,0,0,6,0,8,0,0,0,0,0,2,4,0,2,6,2,0,1,5,0,0,4,2,0,4,0
"NKTR",1,7,36,2,3486,4,1,44,3032,2440,863,353,21,2128,902,3496,1,2233,23,824,76,361,18,63,744,18,3810,2122,137,289,78,561,430,196,20,297,2266,89,2,3617,32
"CLCN2",4,0,49,1,82,5,0,34,108,70,81,7,1,144,133,119,1,104,0,20,9,38,10,14,27,5,192,131,17,29,28,14,58,116,0,42,181,28,0,161,0
"FOXP1",2,3,63,28,1344,11,0,46,1880,393,571,125,37,306,1257,1759,122,1949,4,174,119,158,25,111,190,51,3336,1687,152,550,44,648,230,241,44,201,3364,72,9,3146,6
"EIF4G1",2,50,91,11,1567,24,1,109,5287,862,1001,747,16,3209,1703,1602,78,2146,17,250,93,269,25,127,879,167,2334,1712,211,422,98,289,993,514,40,272,3392,101,5,2104,4
"SPCS1",0,0,8,2,110,1,0,2,345,49,75,21,1,108,57,83,2,86,0,29,23,25,0,0,14,2,217,168,53,19,7,0,21,87,4,30,177,8,0,163,0
"NEK4",0,3,27,1,226,2,0,14,279,129,63,61,6,137,171,216,0,140,0,22,9,26,18,8,14,31,241,270,32,44,23,9,64,69,3,16,229,25,0,201,6
"SLC4A3",1,2,32,7,50,1,0,1,88,176,94,245,10,31,103,50,10,221,0,1,25,30,0,66,52,9,104,202,16,52,28,18,216,73,0,0,43,28,0,72,9
"INO80D",1,4,71,8,1185,2,0,1,689,820,383,66,21,1225,175,966,0,880,34,209,50,124,23,2,231,15,1503,2128,92,176,39,247,117,91,43,99,878,43,1,1380,17
"EEF1B2",1,77,33,9,356,11,5,21,911,227,312,130,4,791,462,455,24,395,7,133,59,36,9,7,460,107,472,950,202,155,13,66,230,170,45,33,450,17,2,308,0
"ADAM23",4,0,36,0,115,0,0,4,207,38,45,0,11,1441,105,282,0,469,9,78,30,16,3,8,59,18,179,345,45,29,34,175,43,42,28,0,22,34,10,120,2
"DGUOK",0,5,8,0,130,4,0,0,186,57,65,24,1,154,78,120,0,89,1,37,12,6,1,0,34,12,178,152,13,26,5,1,52,15,1,24,162,5,0,148,0
"MOB1A",1,26,20,4,883,9,0,29,1955,656,294,95,37,1985,370,954,36,598,4,165,25,22,2,13,423,61,863,577,100,146,22,220,172,101,21,77,791,25,2,771,0
"KANSL3",4,4,104,14,1033,3,5,32,812,675,301,160,16,1557,549,1020,77,1669,8,211,67,121,3,89,296,46,1065,2176,71,203,33,217,186,244,2,141,837,42,0,982,1
"LMAN2L",0,0,13,3,123,0,0,1,205,81,64,3,10,162,49,131,0,144,2,5,6,34,0,1,146,12,161,361,10,87,20,40,39,19,0,41,178,21,0,138,0
"RTKN",2,4,43,1,74,0,3,0,177,116,101,167,7,128,108,117,7,47,3,45,18,14,4,2,52,11,247,390,40,82,10,94,251,43,5,31,184,38,4,191,0
"TTL",0,16,104,12,748,6,1,2,1036,301,302,237,57,1330,294,989,38,1157,5,202,67,4,12,17,145,51,501,1183,93,97,48,75,147,242,13,42,436,73,3,377,14
"IL1A",1,62,10,0,38,5,0,0,31,2,141,0,6,48,4,47,0,120,0,23,62,0,0,2,3,96,149,4,173,35,21,3,8,72,25,1,4,24,0,1,0
"CCL20",0,0,0,0,2,0,0,0,1,0,33,0,1,0,2,0,0,0,0,0,4,10,0,0,0,0,3,0,2,0,4,0,0,103,0,0,0,5,0,0,0
"PIKFYVE",0,4,33,5,853,1,1,4,745,494,276,48,9,1250,229,696,1,745,20,120,74,81,17,30,275,54,1037,1788,101,118,36,148,132,48,3,90,577,51,2,931,15
"KCNIP3",0,0,86,8,165,4,4,14,133,67,66,62,2,45,128,63,0,1382,4,6,12,2,0,24,17,10,31,78,21,14,40,0,60,100,1,0,10,60,0,17,14
"FAHD2A",0,1,18,0,197,1,0,1,141,141,104,49,1,170,212,205,0,229,0,88,21,18,8,0,32,16,151,328,27,46,38,38,52,40,17,31,142,38,0,115,19
"NCL",3,84,88,5,951,39,16,79,2035,712,905,382,36,1762,594,1379,38,1959,15,232,42,182,22,133,277,200,1423,3753,288,313,49,211,989,480,71,159,1263,72,2,1155,5
"ACTR1B",0,2,31,0,341,9,0,2,272,212,86,144,1,230,161,304,14,584,5,18,11,50,0,43,70,27,480,873,9,110,21,31,102,143,0,33,474,30,1,450,0
"SLC35F5",1,8,38,0,638,2,0,20,889,213,126,28,2,663,154,439,17,283,0,142,37,69,4,16,209,13,642,1062,94,95,36,65,34,95,17,38,568,40,0,567,27
"ZAP70",0,0,69,2,47,0,0,21,15,4,47,56,18,40,7,26,14,26,10,0,13,0,0,0,6,6,40,299,6,9,29,0,8,30,8,0,53,30,0,24,0
"ACTR3",0,54,88,10,690,33,8,12,2202,537,507,297,34,2249,339,1621,15,1610,14,162,109,103,10,43,240,174,1011,1597,315,136,48,182,127,304,61,40,646,53,9,774,11
"STEAP3",1,7,18,1,36,2,0,8,796,11,68,97,0,18,475,165,0,28,0,63,23,10,0,1,281,18,152,56,30,63,37,13,44,92,4,1,139,39,0,112,14
"EPB41L5",0,25,13,2,186,3,0,17,184,261,162,84,7,1308,40,322,42,187,0,101,69,6,0,34,27,47,376,403,57,49,33,78,27,76,15,37,226,43,2,313,3
"TFCP2L1",0,0,48,7,22,2,1,71,21,4,72,16,17,33,4,7,0,25,5,11,28,2,5,2,0,12,66,5,49,18,33,8,3,75,2,0,65,33,0,7,8
"SF3B14",1,7,8,0,49,8,0,0,144,20,72,6,1,127,47,61,0,36,0,9,11,4,1,7,26,18,75,74,52,5,8,1,13,90,8,6,54,22,1,38,0
"TP53I3",0,5,16,1,138,8,4,28,110,97,93,41,14,203,55,93,8,99,0,1,4,14,0,0,22,16,131,282,35,20,16,40,39,52,21,6,156,22,0,111,0
"DNAJC27",0,0,18,1,101,0,0,1,86,68,118,42,0,149,20,119,0,77,0,30,3,16,1,0,89,6,194,116,24,6,25,64,14,104,6,14,108,25,0,152,12
"POMC",0,0,10,0,7,0,0,0,2,1,10,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,2,21,2,0,3,0,3,82,0,8,2,3,0,0,0
"STAM2",2,6,10,1,386,4,1,13,297,155,97,48,4,804,67,272,2,227,8,119,58,14,1,25,80,17,574,557,56,42,24,47,17,67,6,22,418,24,0,434,6
"OTOF",0,0,52,0,13,0,0,2,10,9,89,4,3,3,1,12,14,24,0,0,22,0,4,22,8,5,13,6,26,7,35,0,6,23,0,0,14,35,0,0,0
"GPD2",1,21,29,1,155,19,0,2,365,99,169,33,22,306,55,221,1,350,4,127,74,22,1,16,99,66,245,304,101,35,36,72,28,89,15,33,87,37,3,119,8
"CENPA",0,1,21,0,35,0,0,0,68,0,73,24,9,105,26,15,0,63,0,0,2,20,1,1,59,1,26,9,18,3,1,10,42,8,0,0,12,1,1,0,0
"CYTIP",2,0,24,0,7,0,0,3,72,3,85,20,1,38,19,1,0,18,2,12,10,1,0,0,11,14,48,51,33,0,23,2,1,14,0,0,26,23,0,13,1
"ACVR1",0,2,11,4,363,11,0,22,346,144,169,70,13,369,123,330,3,344,3,48,15,38,0,0,96,33,248,446,30,43,15,24,77,84,6,45,260,15,0,226,0
"TANC1",5,13,65,12,439,12,1,2,715,629,399,533,15,944,1703,1338,16,1801,30,66,46,44,28,86,194,53,515,4148,103,238,80,114,311,171,37,311,357,85,14,369,0
"SLC30A3",6,0,95,1,5,0,7,0,2,6,67,12,6,2,21,2,0,26,6,0,27,1,0,32,8,1,40,2,19,4,22,0,13,8,1,0,4,30,1,3,0
"MPV17",0,0,27,1,232,0,0,14,366,210,245,112,11,294,139,348,2,189,3,80,26,33,0,0,103,17,314,263,37,23,25,51,56,22,4,34,336,39,1,279,0
"GTF3C2",0,12,16,7,362,6,0,7,474,185,236,27,1,393,242,390,18,267,2,73,15,25,0,79,124,21,498,489,47,63,19,109,187,119,2,52,470,19,0,417,2
"EIF2B4",0,3,77,1,268,0,0,8,180,141,189,53,20,212,154,333,3,206,6,26,8,45,14,1,127,6,270,303,24,41,40,87,86,27,4,27,162,41,1,202,1
"NRBP1",0,18,62,7,576,6,2,43,709,335,363,140,18,489,229,630,6,455,20,147,29,129,19,23,244,57,855,1189,125,163,22,159,284,222,18,104,896,28,1,745,4
"ITGB6",5,8,13,0,29,4,0,2,13,8,79,0,1,33,2,30,10,1,1,30,35,0,2,0,0,26,93,8,62,8,23,5,3,160,3,4,4,23,2,9,0
"FNDC4",0,1,27,2,45,0,0,0,92,9,32,44,1,15,14,33,0,15,1,19,20,4,8,0,16,1,43,40,5,2,1,11,51,33,0,0,45,1,2,35,0
"ITGA4",0,0,25,0,69,0,0,1,448,108,34,0,18,125,55,83,40,104,11,10,42,44,8,292,24,3,547,1578,61,501,27,39,87,11,3,206,685,27,1,503,4
"PSMD14",1,10,40,2,197,7,0,22,296,75,132,2,4,277,27,176,0,136,2,9,48,8,12,10,72,37,203,315,83,26,15,38,50,86,35,41,133,15,2,114,10
"SNX17",0,11,61,1,348,8,0,16,581,171,157,247,6,433,124,310,7,224,3,95,15,65,4,22,211,24,632,539,50,71,16,92,149,97,2,41,730,16,1,552,0
"GPR75-ASB3",1,16,4,0,24,0,0,0,22,29,42,1,18,93,15,25,0,32,2,4,15,0,0,0,6,45,102,85,34,19,9,18,8,32,4,3,83,10,0,49,12
"PPM1G",1,9,15,2,206,2,9,4,503,159,211,99,2,402,187,292,18,322,2,60,37,98,6,22,185,20,318,347,61,43,24,24,237,161,10,43,289,36,1,226,3
"PDE1A",0,0,20,0,27,0,8,2,57,63,51,2,16,1002,6,33,0,10,4,187,16,69,6,52,97,10,2347,648,35,210,36,229,8,40,0,82,1479,44,0,2285,0
"REEP6",0,0,8,0,7,0,0,13,12,12,12,14,0,0,8,14,0,3,0,1,7,0,0,0,4,0,8,2,3,4,12,0,2,2,0,0,3,12,0,7,0
"PCSK4",0,0,10,0,7,0,0,0,28,3,44,76,2,27,1,37,0,61,1,1,19,4,0,0,2,3,41,12,4,39,15,14,6,22,0,8,27,15,0,26,0
"GCG",0,0,8,0,1,0,0,0,2,4,11,0,10,0,0,5,0,0,2,0,2,0,0,13,0,8,15,0,9,3,7,0,8,0,0,0,2,7,0,0,0
"APC2",2,0,28,5,293,0,0,20,226,138,109,231,12,112,303,317,40,202,8,24,19,51,21,0,41,2,193,125,21,76,41,30,131,52,0,18,180,60,0,162,0
"IFIH1",0,6,4,0,90,0,1,1,169,12,157,102,1,295,12,101,0,207,6,7,30,2,9,1,16,16,130,294,40,35,34,9,7,77,22,0,196,35,0,92,2
"RPS15",1,57,40,13,625,12,2,20,620,282,222,406,3,543,522,766,61,581,5,104,39,85,2,52,747,77,484,947,140,97,24,110,603,210,52,44,554,34,6,355,0
"GCA",1,0,28,3,20,0,0,0,40,9,67,35,4,94,3,61,0,83,0,0,5,18,5,0,9,0,57,15,19,28,2,14,13,36,12,4,56,2,0,32,0
"INO80B",0,0,19,0,120,5,4,24,94,80,53,95,9,69,67,109,15,74,2,19,19,41,16,0,30,16,147,239,12,62,18,34,35,41,4,19,141,18,0,132,0
"MOGS",0,2,5,1,363,0,0,45,483,139,129,73,1,450,225,252,69,242,4,41,2,115,25,149,254,4,524,571,37,139,12,69,168,45,0,40,570,30,0,491,1
"TTC31",0,4,22,0,312,14,0,41,265,115,77,129,4,441,199,284,26,339,18,41,27,20,0,28,55,26,310,504,23,111,22,45,116,9,26,73,293,28,1,263,0
"NDUFS7",0,6,26,0,291,0,3,42,110,153,101,532,17,339,232,556,3,389,15,58,15,167,34,58,241,44,329,509,25,134,19,138,105,120,21,82,353,20,0,298,0
"PCGF1",0,1,17,0,88,1,0,0,79,19,58,26,6,111,73,69,0,18,1,1,4,0,6,1,35,2,92,139,23,10,6,2,23,54,2,0,49,12,0,64,6
"GRB14",0,0,3,0,17,0,0,0,1,7,14,0,0,6,0,28,0,12,7,0,10,39,0,20,0,11,35,1,12,16,15,0,13,28,0,0,4,15,0,8,6
"CLIP4",0,58,15,1,276,23,2,2,380,173,240,28,3,303,35,216,0,45,4,166,79,7,6,1,48,133,429,254,219,55,55,34,79,106,33,8,264,81,2,197,0
"TLX2",0,0,3,0,3,0,0,0,4,0,29,0,0,0,0,50,0,3,1,0,5,14,0,0,0,0,10,0,8,0,4,0,15,36,0,0,0,4,0,0,0
"SPTBN1",1,111,143,15,7108,24,8,41,2644,1935,1486,652,16,10053,853,4289,131,3722,18,5893,96,542,21,241,3163,210,8754,12831,284,2506,101,1905,1099,752,62,980,9600,146,10,8383,43
"AUP1",1,6,15,1,427,8,0,5,586,115,161,43,6,526,222,258,47,296,3,69,49,98,7,34,223,27,491,667,56,206,15,100,274,104,32,45,478,28,1,422,0
"RTN4",2,41,58,30,1086,23,78,298,1788,622,637,1110,34,2616,582,1563,448,1234,21,303,30,321,197,398,1019,106,1849,1970,139,648,72,482,746,593,90,526,1476,86,5,1713,9
"HTRA2",0,6,18,7,169,1,0,17,244,66,63,74,19,320,103,184,4,168,4,0,14,31,13,16,104,23,200,386,33,65,10,24,147,83,23,49,254,10,0,160,0
"LOXL3",0,0,12,0,138,1,0,3,461,108,76,117,0,157,64,221,1,115,4,59,6,28,8,38,58,38,196,179,25,29,32,34,110,93,0,74,336,40,0,158,20
"DOK1",0,0,14,0,90,0,0,2,164,20,38,16,4,82,44,37,78,95,4,0,7,10,0,0,23,10,112,137,1,27,17,16,61,25,0,40,221,29,0,107,0
"GALNT3",1,33,1,2,45,6,0,0,8,5,116,16,11,68,0,26,0,46,0,7,41,28,14,2,1,67,88,18,100,13,31,6,14,106,12,0,19,32,1,25,0
"POLE4",0,3,38,1,51,8,0,1,179,57,99,2,4,33,70,55,6,73,4,35,19,2,0,1,14,11,54,56,16,29,12,8,58,19,16,1,71,12,0,25,0
"TACR1",0,0,5,0,39,0,0,16,51,49,67,0,11,30,48,43,0,45,6,9,15,0,0,0,9,0,56,35,17,8,14,0,17,120,18,0,35,32,4,28,0
"CCDC88A",1,1,69,4,1086,0,10,7,1526,515,396,334,38,2310,392,1181,64,1162,15,133,64,104,5,76,486,27,1650,1517,98,339,31,297,749,201,5,133,1343,49,6,1508,3
"ACADL",0,0,1,0,13,0,0,1,0,1,22,12,0,3,0,50,0,244,0,0,24,0,0,0,3,20,41,3,36,0,26,0,6,14,0,0,3,30,1,5,20
"EVA1A",0,2,6,0,7,0,0,0,191,15,12,0,5,13,48,16,0,12,6,0,9,0,2,0,0,7,6,0,21,7,11,0,13,36,7,0,2,14,0,0,6
"MRPL19",1,5,4,1,256,2,0,0,390,180,81,97,7,388,84,275,1,157,10,127,9,51,0,4,116,20,400,259,62,60,15,37,48,59,33,18,294,25,8,340,0
"LANCL1",1,7,31,0,248,3,0,1,336,271,144,55,2,827,46,417,0,378,13,168,21,43,4,2,90,45,656,925,45,81,13,120,61,43,3,43,397,17,0,604,12
"WDR75",1,3,43,5,256,10,2,20,409,232,163,108,1,328,114,398,0,165,2,116,44,6,2,4,155,34,323,176,48,84,35,16,65,101,4,19,189,35,0,254,2
"EFEMP1",0,6,39,1,749,22,3,3,460,14,222,3,1,195,108,401,2,29,10,109,4,44,2,15,721,29,251,314,34,1,16,86,16,140,32,40,222,16,1,218,2
"REG1A",0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,28,0,0,0,0,8,27,0,0,0,1,0,1,31,0,0,0,1,0,0,0
"FANCL",0,1,27,2,137,5,0,1,200,119,61,3,4,200,41,212,1,111,0,16,7,6,2,0,45,13,231,180,19,18,2,14,18,38,1,6,217,2,0,226,0
"FN1",13,281,350,75,11401,76,11,623,36161,7967,8217,15014,146,4173,39942,27226,631,35020,50,1859,311,26,270,460,10373,535,2285,872,927,872,145,278,4448,216,286,815,405,230,118,1393,159
"STAT1",1,13,54,8,493,8,2,3,1848,266,378,235,6,1524,244,750,1,1389,5,291,66,78,9,46,310,63,1537,1093,103,173,24,150,83,201,14,150,3366,26,8,1429,12
"GLS",1,27,52,15,1010,7,7,28,1265,492,504,435,8,1086,459,2083,26,1682,6,313,83,134,11,11,216,78,2316,511,107,314,36,270,211,108,31,478,1798,36,10,2201,11
"PAPOLG",0,1,66,0,161,0,1,56,226,147,173,2,45,261,110,105,0,60,0,58,23,27,8,0,45,23,215,180,67,34,79,20,23,109,2,0,156,81,1,132,19
"DNAH6",0,0,69,4,27,3,0,19,8,12,161,0,10,6,0,14,0,0,10,42,68,2,14,0,3,12,134,149,74,21,34,0,3,128,43,0,38,34,2,48,24
"PECR",0,0,25,0,22,1,0,0,17,25,41,47,2,33,6,6,0,23,10,0,19,16,0,0,2,1,73,82,34,3,10,0,3,9,0,1,55,10,0,43,0
"UNC50",0,8,3,2,195,0,4,6,108,73,102,19,0,164,53,143,1,116,0,26,8,54,0,49,25,14,136,386,13,38,13,11,34,27,21,43,229,33,0,125,0
"IGFBP2",0,5,49,4,49,1,0,30,70,46,97,114,2,43,13,19,3,116,0,197,13,62,1,3,15,7,180,162,24,30,14,176,440,110,14,3,27,14,0,146,14
"ELMOD3",0,1,48,5,344,1,0,44,280,134,194,157,5,493,163,277,26,263,6,21,34,39,6,58,99,4,520,364,35,84,9,47,67,98,1,22,414,16,0,489,0
"IGFBP5",28,0,60,8,23206,11,10,198,3423,16365,5032,14000,87,8857,322,5252,22,3782,31,2260,35,3481,2,67,4167,13,2209,128443,8,34,51,4015,2421,196,42,455,2106,64,14,2076,35
"USP34",1,36,60,3,2589,12,1,43,3191,1910,765,286,12,3720,663,2682,36,1449,16,395,68,195,10,92,534,105,3282,2804,199,582,81,351,274,264,69,167,2268,100,11,2991,7
"EFHD1",0,0,28,0,143,0,0,0,7,37,23,149,6,93,0,86,0,43,0,202,29,0,0,0,24,0,26,19,7,0,14,0,52,29,0,4,9,14,0,12,0
"KCNJ13",0,0,18,0,104,0,0,1,64,107,84,0,1,125,10,60,0,66,0,30,18,6,4,0,22,0,128,140,18,16,7,0,10,3,0,13,42,8,0,119,0
"CCT4",1,45,29,6,246,16,1,23,807,197,127,97,7,448,126,323,6,173,2,67,31,12,2,3,114,84,372,462,126,77,22,29,184,152,15,24,290,25,5,273,2
"GGCX",10,0,53,1,1131,25,0,45,1169,429,325,336,7,1278,403,649,48,521,8,263,59,55,3,54,387,29,881,594,79,180,34,123,266,75,33,108,863,42,6,824,7
"NEU2",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,0,1,0,0,0,0,0,0,1,0,0,0
"EHBP1",1,6,37,3,735,2,0,25,754,904,251,4,15,1130,244,960,1,519,6,237,28,44,7,66,114,45,541,416,97,68,15,54,56,170,30,21,325,37,1,427,5
"OTX1",0,0,56,0,5,0,0,0,9,5,27,24,9,5,3,50,2,22,8,0,20,0,0,0,4,0,31,1,19,17,24,0,62,25,0,0,4,24,0,0,14
"TXNDC9",0,9,21,0,159,10,0,0,167,32,66,1,14,120,11,92,0,100,1,38,17,6,0,0,16,28,113,137,33,7,3,16,11,18,0,10,42,4,0,68,0
"COQ10B",0,4,13,2,136,1,3,0,172,75,104,58,5,303,24,170,24,153,1,26,20,16,0,14,108,17,419,84,31,29,8,47,14,93,6,2,168,8,0,386,10
"GNLY",0,0,53,0,3,1,0,1,21,1,17,0,9,40,0,17,0,2,0,0,23,0,0,0,0,13,22,166,12,12,8,0,1,34,0,17,18,32,0,11,13
"SF3B1",4,54,54,8,2075,20,3,21,1764,2235,552,163,15,1712,483,1722,37,1406,18,752,103,163,16,65,830,155,3108,935,300,343,63,295,340,325,68,139,2231,68,8,2805,12
"ST3GAL5",0,15,30,0,331,1,0,8,109,117,80,0,11,276,5,24,2,152,17,28,18,10,0,42,75,16,168,555,38,29,31,77,33,72,1,0,182,39,2,137,20
"CHST10",0,0,27,0,131,0,0,4,153,58,47,98,4,53,36,55,0,160,0,46,11,15,2,0,43,0,101,266,27,23,28,6,35,56,8,10,118,28,0,68,22
"PDCL3",0,0,11,0,93,1,0,13,57,32,74,30,2,34,19,172,2,147,2,18,21,4,0,1,25,10,47,106,14,1,34,0,17,64,4,0,34,34,0,31,0
"MOB4",0,1,15,0,95,0,0,0,118,82,30,4,4,199,27,111,0,80,0,14,11,0,0,0,41,8,132,54,38,15,0,32,4,43,19,11,66,0,2,102,10
"HSPE1",0,2,11,0,23,0,0,2,125,32,40,4,3,46,30,58,2,29,1,2,0,7,0,9,16,3,50,18,21,12,2,4,19,55,0,13,31,2,0,36,0
"KDM3A",2,4,127,0,858,2,0,4,746,536,332,286,13,931,239,1215,0,810,15,270,114,64,11,73,107,37,704,850,90,104,78,145,133,215,2,125,649,87,1,600,6
"PLCD4",1,0,40,0,159,0,0,23,44,108,109,7,0,126,44,259,0,164,0,56,51,31,4,13,69,8,250,914,46,32,33,51,59,81,0,45,149,33,8,201,18
"CHMP3",0,11,33,0,438,3,0,3,480,366,153,55,17,712,151,643,0,277,0,222,57,28,1,1,193,26,869,680,74,80,17,123,63,69,15,21,595,31,8,773,10
"ZNF142",0,1,25,2,423,0,1,1,277,416,131,298,0,569,229,437,14,782,1,25,26,48,3,39,202,30,527,1632,13,225,17,98,133,182,1,41,543,17,0,477,5
"IL1R2",0,3,7,0,7,1,0,1,6,0,41,0,0,0,0,3,0,9,0,0,25,10,0,0,0,11,21,0,33,10,14,0,4,21,4,0,1,16,4,0,0
"PRKAG3",0,0,12,10,30,0,0,1,0,1,12,12,0,2,0,2,0,5,2,0,12,4,4,14,20,0,18,11,19,0,52,0,0,26,0,0,0,64,0,2,0
"SMYD1",0,0,45,4,0,0,0,4,3,2,54,412,4,0,2,7,0,0,2,0,29,0,0,0,0,3,57,0,23,1,26,4,6,0,0,0,0,26,0,0,14
"IL1R1",0,1,51,4,1615,7,0,26,2130,42,354,10,12,225,731,192,30,194,9,4,53,32,0,48,1058,18,636,2513,24,521,15,86,21,142,20,24,848,16,0,585,8
"WNT6",0,0,10,0,1,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,8,0,0,1,4,0,0,0,0,0,0,0,0
"IL1RL2",0,0,10,0,24,0,0,0,91,2,21,0,5,3,0,0,0,0,6,0,1,0,8,0,6,0,18,14,10,3,16,0,7,4,0,0,0,16,0,6,0
"IL1RL1",1,2,24,0,154,1,0,29,17,11,96,0,10,28,0,7,0,40,14,0,25,0,2,0,24,9,24,2,33,1,52,0,2,238,2,0,0,57,0,0,0
"IL18R1",0,0,14,1,182,3,0,0,55,3,81,0,0,16,3,8,30,22,1,0,15,0,0,0,42,13,37,65,35,1,6,0,0,66,10,0,14,14,0,12,0
"IL18RAP",0,0,14,0,16,0,0,1,8,0,9,0,0,4,0,5,32,1,0,0,9,0,0,0,6,0,17,21,15,8,2,0,1,42,0,0,2,2,0,2,0
"SLC9A2",0,0,29,0,28,0,0,0,4,0,33,22,6,9,0,0,0,19,9,0,25,0,0,0,0,9,46,0,25,6,45,0,14,17,24,0,0,51,0,0,0
"FHL2",2,5,44,8,401,9,4,39,409,548,335,266,13,64,193,776,48,1881,25,254,59,3749,18,624,96,33,8668,7763,107,1675,20,2189,155,34,2,426,7798,23,1,8538,1
"MLPH",0,1,89,3,34,1,0,1,52,36,120,341,11,0,20,56,1,34,3,0,24,0,6,4,32,10,42,16,42,16,36,0,6,116,14,0,4,43,0,2,20
"CNPPD1",0,2,49,1,177,1,0,11,181,104,179,221,1,260,82,229,1,372,0,29,47,44,16,0,89,12,356,684,22,85,17,126,124,83,7,39,621,19,4,317,0
"UXS1",0,2,52,1,123,5,0,7,253,74,95,34,6,336,49,134,0,490,14,67,44,19,2,1,33,21,223,314,71,33,15,44,56,59,6,2,208,23,3,131,39
"ABCB6",0,0,7,0,60,0,0,1,26,18,40,0,10,55,28,18,1,26,0,24,6,0,0,0,19,3,89,71,4,6,12,0,39,0,0,26,46,12,0,67,0
"STK16",0,0,19,0,95,10,0,1,77,60,70,123,12,106,114,41,30,77,0,16,33,32,1,48,10,11,125,267,22,20,9,32,37,37,26,0,118,9,1,90,1
"SLC5A7",0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,6,0,27,0,4,0,0,12,27,4,21,0,12,0,0,27,3,2,0,12,0,0,0
"HDLBP",3,152,74,20,3513,39,3,20,2940,1761,1098,1399,22,4154,2606,1764,58,2784,31,610,198,397,37,199,1140,283,4737,5654,445,635,121,656,1194,514,96,420,4810,144,9,4298,7
"PPP1R7",1,9,0,1,118,6,0,0,107,60,94,55,8,112,39,121,0,162,1,17,29,16,5,25,22,41,190,562,37,51,16,23,25,180,11,36,218,18,0,161,5
"PASK",0,10,19,2,173,0,0,1,67,130,87,195,9,134,106,130,0,280,9,8,55,21,5,3,38,10,126,401,60,101,53,12,46,151,23,0,83,59,1,76,1
